Timestamp,Which month have you been selected to show at?,What is the title of your project,How is the title of your project pronounced?,"What are the names, name pronunciations, and pronouns of the developers you want credited during announcements?",Game Description for Website,Promotional Image,Call to action link,Call to action text,Additional Links or Social Media Handles,Developer Name,Game Description for Info Sheet,Developer Bio for Info Sheet
6/6/2025 11:56:39,June,Let Me Cook!,As written: Let Me Cook,"Ashley ""Ashes2Ashes2"" Briley - she/her","Let Me Cook! is a multiplayer cooking sim where trial and error is on the menu.
Chop and throw it in the pot! If you succeed in making a recipe you can then chow down with friends.
Don't forget to display your Chef status by visiting the Let Me Cook Shop.
Prove your skills in the Let Me Cook kitchen and CLAIM YOUR PRIZE!",https://drive.google.com/open?id=1Pfwdqi6ACgBLc0YWWSSghCYKev7Bw9TQ,https://horizon.meta.com/world/10232963677506610,Play Now,https://www.instagram.com/ashes2ashes2/,"Ashley ""Ashes2Ashes2"" Briley","Let Me Cook is a multiplayer cooking sim where trial and error is the main ingredient. Players grab ingredients from the pantry and test different combinations at cooking stations to see what they create. Need a hint? The cookbook includes 40+ discoverable recipes. When players land on a successful combo, the result is a serving dish they can plate up and enjoy together at the dining table.","Ashes2Ashes2 went from CPA by day to full-time VR creator after downloading the world building and social VR application, Horizon Worlds. Since her first published world “The Blue House”, she has been focused on creating inclusivity and safe spaces via her builds. When not doing solo projects she is apart of the VRinReview dev team."
6/13/2025 21:38:11,June,Cloning Marshland,klow - ning maarsh · land,"Adaya Head, team lead and gameplay engineer. She/her. Pronunciation: uh-dye-uh hed","Guide a young teen’s search for truth as he explores the The Shellora Research institute of Aquatic Wildlife as you try to survive the night solving intricate puzzles, evading the hunger of the lost animals, and uncovering the dark secrets of the aquarium’s past. ",https://drive.google.com/open?id=1MVntkmzQpGA1YNOmzHN_IbRcBQM1ntnF,Community Discord,Learn More,,Round One Games,,"Cloning Marshland is a psychological thriller game told through the the eyes of Marshall, our young protagonist, who is returning to this abandoned, yet advanced, aquarium to uncover its dark secrets. Marshall’s earth is a world that has been ravaged by climate change, and the aquarium will teach Marshall the actions of its scientists who tried to fight against that, and some that were selfish and didn’t care.

This is the first project from Round One Games. With Cloning Marshland we hope to tell an engaging yet impactful story around the exploitation of animals and the impending effects of climate change and what our earth can learn from those lessons. Our development team is made up of both mixed entry and veteran level developers who are using their talents to make this game a reality. "
6/15/2025 14:04:42,June,Man in a Dress,traditional spelling and pronunciation ,Sai Sion H. | he/hymn,"Based on true events, Sai is out on the town with his friends when terror strikes throwing the entire night into a chaotic nightmare that will take your calm head and voice to help him survive in this choice-based, playable, true crime podcast.  ",https://drive.google.com/open?id=1bstOrV67oOW2wvmtek8MMWnK6zb6Yy-U,https://sai-fi.itch.io/man-in-a-rose,Play Now,@sighmabean across all socials,Sai Sion ,,"Sai Sion H. is an award-winning Audio Alchemist and Creative Technologist. Their work spans diverse projects, including an acclaimed sci-fi audio drama, documentary production, and leading game development teams. His innovative approach has earned them recognition from prestigious organizations such as the Webby Awards, Third Coast International Audio Festival and Variety Magazine."
6/15/2025 16:59:32,June,Obsidian Eclipse: Azure Enforcer,OB SEE DIAN E-CLIPSE: AS SURE- EN-FORCER,Morris Onwuatuegwu (ON-WAH-TOO-EGG-WOO) he/him,"Set in the year 2073 in a post apocalyptic Lagos Nigeria, West Africa. Humanity is on the verge of extinction. Players fight as Chimere Uzoma, a genetically enhanced soldier against an invasive alien species known as the Altrius. Unleash devastating attacks in this fast-paced, high-octane, brutal and visceral 2D hack-and-slash/beat 'em up.",https://drive.google.com/open?id=15FcMU60dyF2FpoVpRhVxO3lc5WU5yXnl,https://store.steampowered.com/app/2949180/Obsidian_Eclipse_Azure_Enforcer/,Wishlist Now,"instagram.com/obsidianeclipseofficial, https://x.com/Astramentous",Astramentous Studios (Morris Onwuatuegwu),,"Astramentous Studio is a Nigerian and American based indie studio. Founded in 2022, Obsidian Eclipse: Azure Enforcer is the first studio's game. "
6/14/2025 21:48:36,July,Buzz Kill Zero,Buzz Kill Zero,KaPa ENT (my studio),"Buzz Kill Zero is a retro-themed arcade shooter (or shmup), taking classic gameplay elements & reinterpreting them for a new audience. Use bombs, shields, & hyper mode to take down the enemies & top the leaderboards.
An AI named Shazzaria is turning against her human creators. She has gone crazy, crafting an army of destroy all human life. Journey into space to take her out.",https://drive.google.com/open?id=1cYJ2EHMOLpIXvZwAPyibYOF4SBNfD2fs,https://linktr.ee/kapaent,Follow KaPa ENT to stay Updated!,Instagram: @kapa_ent | X: @KapaEnt | TikTok: @kapaent_llc | BlueSky: kapaent.com | YouTube: @KaPaENT,KaPa ENT ,,"We are KaPa ENT, an independent game studio & publisher founded by Kaleb Parham in 2021. We have three focuses: 1) innovating arcade design for the modern gaming era 2) pioneering more black cast in video games without stereotypes & politics 3) building a community of gamers who simply enjoy our games & characters! Our most recent game was the mobile game Panic Gem Odyssey, which maintains a 4.9 rating on both Google Play & the App Store! As we grow, we hope to be recognized for innovation, boldness, & positivity in the gaming world."
8/21/2025 15:13:40,August,Auragami,are-uh-gah-mee,"Trinidad Torres they/them, Luna Austin she/they, Kiera McKeon she/her, Gus Thomas he/they, Nathan Fuentes he/him, Riley they/them, Nicholas Norrod they/them, Nathan “Leo” Rendon he/him, Joseph Wilson he/him, Blake Barto he/him, Allie Bulak she/her, Fletcher Kinnear he/him, Anna Smith she/her Valerie Fischer she/her ","Auragami is a rhythm-like VR game with immersive, dreamy visuals and a soundtrack packed with healing frequencies. ",https://drive.google.com/open?id=1lazWmiUhGW_9ZMf6Q-SSSAv9XPwcXENa,https://linkin.bio/auragami/,Play Now,,Team Auragami,,"Team Auragami was formed as a student team for ACC’s graduating capstone project. Comprised of diverse members with multiple queer, trans, and femme members and leaders, Team Auragami has highlighted diversity and the need for representation in decision-making — both in the team and in the industry at large. 

With Auragami as a nearly complete project with focuses on healing and empowerment, we hope our mark on the world is one for the better. Feel free to play and give feedback!"
7/5/2025 21:15:32,July,Culture Cue,Culture Q,"Paul Quinones (Kin yonn es), Lisa Poon, Rene Zelada (Zeh Lah Dah)",Culture Cue is an experience-sharing board game designed to connect people through storytelling. It was created as a way for players to communicate with others by sharing their experiences. Designed with a familiar game style and mechanics this board game can easily bring different people of different backgrounds and generations to enjoy a fun-filled time on game night.,https://drive.google.com/open?id=12dVXJH-kaRv1yvFYYUWRbNl_i5pgezZw,https://www.kickstarter.com/projects/paulprogramspresents/culture-cue/,Back Now,instagram: culturecuegame,Gathered Her to Game,,Gathered Here to Game is a team of culturally diverse and passionate minority creators who love playing social games that bring people together. The team has several years of experience shipping games across different platforms from mobile to consoles. Team members are also experience in the Tabletop Role Playing space having contributed to compilation titles.
7/6/2025 7:14:34,July,At the Edge of Everything,standard english pronounciation,Eren Slifker {[eh-rin] [sliff-ker] -- (they/them)} and Team Isaac,"At the Edge of Everything is a two-player meditative roleplaying game which explores how memory shapes identity and relationship through collaborative watercolor painting and storytelling. Players collaboratively watercolor and share memories, dynamically creating characters and relationships by exploring how memories are formed and how they fade away. These memories need not be your own, but can be if you wish. Stretch the limits of reality and fiction, unraveling the strands of time as you tell you and your characters’ shared story.

At the Edge of Everything is a game about creation, growth and decay, and the beauty of the cycle between them. Fading memories give way to vibrant canvases for new events. How will you remember your life?",https://drive.google.com/open?id=1HnfTRoLQpGjjpO3U5R02HusJO6PTB-cI,https://erenmakesgames.itch.io/at-the-edge-of-everything,Play Now,https://www.slandercast.studio/,Eren Slifker and Team Isaac,,[please use the bio I submitted when submitting the game -- I dont have it on hand but i spent some time on it and it is up to date. let me know if I need to write a new one.]
7/7/2025 6:41:19,July,Phantasmagoric,Fan-Tas-Mah-Gore-Ick,"Savannah, Sa-Van-Uh, She/Her. ","Phantasmagoric is a thriller visual novel, meet up with your online best friend! See how different reality can be when you finally meet the person behind your screen. Sean is excited to see you as well! Will you and him have an amicable meet-up or will you constantly butt heads through out the day? And of course... Sean is always right.",https://drive.google.com/open?id=1ReVwj6T5W6cS3xyhCqdPi6A9sIIOAnTt,I dont have link for those kind of things (Probably just link my twitter),Learn More,"https://x.com/Plutraser ,  https://discord.gg/6Q3BeRDku5 ",Plutraser,,"I'm Savannah otherwise known as Plutraser! I am a sucker for horror games and decided to dip my toe into the genre in the means I know how with my skills; Which means using Renpy! I am an artist first and foremost, writer second and game developer third! I am using my talents to convey a story for you to play! I am the sole developer for Phantasmagoric so far. I try my best to produce the best work I can for my first game! "
7/7/2025 16:13:07,July,Best Fwends,BEST FWENDS!!!!!!!,"Dan & Bashie Manning, he/him & he/him",A best buddies adventure for the Atari 2600,https://drive.google.com/open?id=1ahxykFbVTqSLXc5uo9VlLVwNxoZ73LeQ,https://the_dannobot.itch.io/best-fwends,Play Now,,Dan & Bashie Manning,,"Dan is a, indie game designer and developer in Austin for over 10+ years. Bashie is an 8 year old game developer who is the World's Biggest Sonic The Hedgehog Fan."
7/8/2025 22:52:55,July,HALL of the DWARF KING,As said,"Ledbetter Games, Dylan Warren and Robyn Heffler",HALL of the DWARF KING is Playdate Dungeon Puzzler made for 1-3 players. The game can be played on the system or in concert with a physical board and cards!,https://drive.google.com/open?id=1hNxuaYiRgnAEwHt8aA2DPDFAXLHBTNew,https://ledbetter-games.itch.io/hotdk,Learn More,https://bsky.app/profile/ldbrart.bsky.social,Ledbetter Games,HALL of the DWARF KING is Playdate Dungeon Puzzler made for 1-3 players. The game can be played on the system or in concert with a physical board and cards!,"Ledbetter Games is the Developer of PUP CUP, Off-Planet Dreams and the ART series for the Playdate including ART7, ART-O-Ween, ART&.. More and the Panels Comic A Ghost in the Gallery."
7/11/2025 18:31:31,July,Frog Joust,fraag jowst,"Ricardo Correa-Altiery (He/Him, They/Them), ree-KAHR-doh kr · ay · uh - al-tee-EH-ree","Frog Joust is a physical poker-like card game where you challenge fellow players into contests of might! Players use cards in their hands as champions to compete against each other and gamble coins in a quest to be the wealthiest lord! Each champion has an associated strength value, with the larger number winning the contest, but worry not, as losing gains you a card from the retribution deck, potentially giving you an edge in your following contests. Push your luck or bluff your way to victory!",https://drive.google.com/open?id=1IJ6v1M2lGrcoEqiGjPd68pJNV6biG-86,N/A,N/A,www.linkedin.com/in/ricardo-correa-altiery-53757b193,Ricardo Correa-Altiery,,"Howdy! I am Ricardo Andres Correa-Altiery, nice to meet ya! I am a Puerto Rican Artist, Game Designer, Game Enthusiast, and Entertainer! I am a fan and admirer of tons of different mediums like animation, cinema, and video games. In my spare time, I enjoy creating video games and board games to share with my friend group. I am currently working on setting up a game design portfolio, so feel free to reach out to collaborate! "
8/6/2025 18:22:58,August,Bad Jazz,Bad Jazz,"Morgan Taylor, pronounced MORgan TAYlor, She/They    Tin Banh, pronounced Tin BAhn, He/Him","Bad Jazz is a short walking simulator. THERE ARE NO JUMPSCARES. There is a painting in each room. When you've found them all, you win!",https://drive.google.com/open?id=1DhMEzlLdE-5dK_-xymXYm6H6GxDQmygB,https://juice-baby.itch.io/,Play Now,https://juice-baby.itch.io/,Morgan Taylor,"Bad Jazz is a short walking simulator. THERE ARE NO JUMPSCARES. There is a painting in each room. When you've found them all, you win.","Hello, Morgan here! Tin and I made this as part of an advanced VR game development course over the course of ten weeks. I was the level designer and artist and Tin made all the sounds for the game. I've always been very interested in walking simulators ever since I played my three favorites a couple years back, those being Cement Mixer Simulator 2003, Hendecad, and Red Desert Render, which you can find on itch! Visit my itch page for other silly and strange games!"
8/13/2025 17:08:18,August,Cute Patoots,Kyoot Puh-toots,Patrix (Pat-rihks) he/they,"Cute 2D platform shooter, inspired by Mega Man and Kirby.",https://drive.google.com/open?id=1aFuuYx1ggb9Cz_TFX4u4LR2lsCGjy5dN,https://store.steampowered.com/app/3416360/Cute_Patoots/?curator_clanid=44917508,Wishlist Now,okipokigames.com,OKiPOKiGAMES,"Explore a world where cute meets danger! Cute Patoots is an action-packed adventure with colorful characters, cozy stages, and silly mysteries!

Inspired by classic game series like Mega Man and Kirby, this platform shooter is so cute you could die!",OKiPOKiGAMES is a cute games project focused on exploring wholesome themes and silly content.
8/9/2025 20:35:19,August,Dead Heat HeartBeat,Dead Heat Heart Beat,Hunter J Allen (he/him),A TTRPG of racing and romance between lesbian horse girls,https://drive.google.com/open?id=14luE7PzS0Aegv-uojeJI2fMVyZ4hw_ip,https://jackrabbitcollective.itch.io/dhhb,Play Now,,Hunter J Allen,,Making games and zines for freaks and fiends
8/8/2025 19:13:29,August,Hextype Mechapop,Hex-type Mecha-pop,"John Baxa (He/Him - John Back-sah), Garrett Hale (He/Him), Caleb Mills, Karina Teruya","Type, target, destroy! Defend your town from an astral onslaught. Pilot a mech where your targeting system is controlled by your keyboard. Type to target threats, type your weapon to fire. Keep up with what comes down against you against the soundtrack. The more you type, the more you unlock your overheat weapon. Currently in development - we're looking for feedback. ",https://drive.google.com/open?id=1JjqNjyEhHhp297X713pr7CZj4Em_7s72,https://luckyson.itch.io/hextype-mechapop,Play Now,,Lucky Son,,"Lucky Son is a small, indie team focused on narrative games combining mechanics with meaning. Our past work includes IGF winner Vessels. "
8/18/2025 8:32:18,August,Inferno,in·fer·no,CJ (he/him),"Inferno is a fire-fueled 2D platformer. Play as Kai, a sergeant on a mission to hunt down his traitorous commanding officer. Run, jump, dash and FIRE in this militaristic world to overthrow corruption and ignite your revenge.",https://drive.google.com/open?id=1EMgQ2DEtTd4i23RSiEF3NDheviYVLxms,https://linktr.ee/Bombfiregames,Wishlist Now,,Bombfire,,"CJ (he/him) is an artist born and raised in Texas. He is a graphic designer by profession and works in the world of graphic design. He has been in game development since 2016, only ever working on one game, Inferno. Inspired by his love for 90's anime and manga, as well as traditional 2D platformers, he hopes to bring those styles over to Inferno."
8/9/2025 0:14:10,August,memories of a postage stamp,standard american english pronounciation!,"Vidya Giri, vid-ya gih-ree (note: my last name is not girl!, but also im not too particular about pronounciations), she/her","a website game about restoring a family stamp collection. in this game, help put together pieces of a stamp collection, fill in the blanks, and inspect details in order to build a memory archive.

this game was inspired by the process of digitizing my mom and uncle's childhood stamp collection and trying to better understand each one: https://stamps.vidyagiri.com/
read more about this project here: https://cursormag.net/stamparchive

also this was created for the browser is a game engine class taught by everest pipkin at the school for poetic computation. check out more of the games from the class here: https://docs.google.com/spreadsheets/d/18XBhhWdmURZal7KKys_nZps5celJbn88esXACpU0Efk/edit?gid=938032873#gid=938032873
 
inspirations for this game are collected here: https://www.figma.com/board/KaqVm0oJdhMuAdfZ84Bt5n/stamp-game?node-id=0-1&p=f&t=CXIZmTDjhkfPqNxX-0
",https://drive.google.com/open?id=17QKZOVTiB_2iqgNCTIlaUw9isqe5UqXf,https://vidyagiri.com/sfpc/memories-of-a-postage-stamp,Play Now,website: vidyagiri.com // instagram: https://www.instagram.com/vidgiri/,vidya giri,,"Vidya Giri is an artist, designer, and engineer from Houston, TX, living in San Francisco, CA."
8/15/2025 15:32:33,August,Tahitian Driftin',Tah-hee-shun Drift-n,"Ted Anderson (he/him), George Cheal (Cheel, he/him), Ezra Weller (Ehz-rah Well-er, he/him)","A tropical anti-gravity racing game from the depths of a long-lost arcade cabinet that will have you cruising through lush, remote Polynesian islands with a draft-based boost system that fosters tight-knit competition between players",https://drive.google.com/open?id=1Fj-IKd2qi6JglSLbfhQ5jSDzqmFFU35v,https://store.steampowered.com/app/3565460/Tahitian_Driftin/,Play Now,@tahitiandriftin.bsky.social‬,Pixel Pushers Union 512,,"Pixel Pushers Union 512 is a worker-owned cooperative.  We produced the successful title, ""Tonight We Riot"" and operate on the principles of Shop Democracy, wherein every team member has a say and profits are split evenly across the board."
7/26/2025 11:46:29,August,Welcome to my Homepage: How To Make It Home,Welcome to my Homepage: How To Make It Home,"Florence Walker (aka bodypoetic), Flor-ence Walk-er also known as body-poetic, she/they","How To Make It Home is a text game in which the player navigates an urban landscape at night. It’s about alienation, cities, wildlife, and helplessness. The world is dark and you are a misanthropic type, not fully human, beast, or spirit but some amalgam of them all, seeking to carve out a home in a place that feels unfamiliar. Your decisions illuminate your path, as you traverse the grease and heat of the city’s intestines, writhe in the grass, hiss at glaring streetlights, and wonder at mysterious creatures. Take a journey or two and see what you become. The night is calling, time to go.

Perfect for fans of poetry, interactive fiction, nighttime walks, idly picking at scabs, or coding with Javascript frameworks. This project was made using Undum.",https://drive.google.com/open?id=1Uug3vM_LHSI_PY0MllpwqCxOwoNOoRw9,https://bodypoetic.neocities.org/htmih/,Explore,Website - https://bodypoetic.neocities.org/,Florence Walker (aka bodypoetic),,"Florence Walker - also known as bodypoetic - is a writer, new media artist, and occasional academic. Her poetry has been featured in the Mays Anthology, Pidgeonholes, Acumen, Evocations, and other journals; her new media work lives at www.bodypoetic.itch.io. She has two degrees, a New Media Writing Prize, and an enduring fascination with the flesh."
7/1/2025 12:58:08,August,Welcome to my Homepage: I AM NOT A ROBOT,Welcome to my Homepage: I AM NOT A ROBOT,"Taylor Paydos (Tay-lor Pay-dose), they/them","I AM NOT A ROBOT is an interactive fiction about an online bot grasping for a deeper understanding of humanity through its favorite communication formats - captchas and personality quizzes. The user is prompted through a conversation about love, bodies, and identity, culminating in a poetic interpretation of the provided responses. Inspired by research into AI assistants and companion bot users, Taylor Paydos’s hand coded project asks us to playfully introspect on our relationships to AI. Do we see them as gendered, intimate, soulless? What does it mean to tell a computer that you’re human?",https://drive.google.com/open?id=1cvfkRtlZp3U3Lz0t9ymXWawSwpa5EJOs,https://iamnotarobot.online/,Explore,Website: https://emmataylor.fun/,Taylor Paydos,,"Taylor Paydos is a creative technologist, web designer, and community organizer. They navigate emotions towards surveillance tech, virtual community, and intimacy online through narrative websites, 3D games, and video work. They blend their critique of technology with humor and play, drawing inspiration from early net artwork, glitch as art, and 2000s aesthetics. The most important part of their creative practice is community, they currently run an art collective with Margot Whipps in Philadelphia. For work they are with the Phillips Auction House as a digital producer and Coco Marketing as a contract designer. They graduated from the New School in 2022 with a BA in Culture and Media and a BFA in Design and Tech. You can find them surfing the web."
8/27/2025 17:21:10,October,Welcome to my Homepage: Plans for a Garden,Welcome to my Homepage: Plans for a Garden,"Kaitlin Hsu (Kait-lin Shyu ), she/they","“I find flowers beautiful. The work of French Modernists as well. But, the aesthetic pleasure I experience with both is tinged with an undercurrent of unease. To me, they will always be haunted by the image of the Asian woman as ‘Lotus Blossom.’”—Kaitlin Hsu 

Plans for a Garden is a series of web poems located within a map of Claude Monet’s Giverny garden. The work addresses a trope in Western art to stereotype Asian women as delicate and decorative by representing them as inanimate objects such as flowers. Curious to disentangle her aesthetic love of flowers from these harmful connotations, Kaitlin Hsu cultivates her thoughts in a variety of formats. The webpages include concrete poetry, a collection of animated gifs, a prompt for embodiment, and an interactive desktop. Traverse the garden and see where your mind wanders. 

Perfect for fans of experimental poetry formats, approachable film theory, Asian cultural studies, art history, and feminism—as well as for those who feel conflicted about something they love.",https://drive.google.com/open?id=1oM3b8u9xs-ORUtIgGyJ6B7avJEHvY6Vr,https://plansfora.garden/,Explore,https://myrefoli.github.io/,Kaitlin Hsu,,"Kaitlin Hsu is a queer Taiwanese poet, translator, and editor from the Bay Area. Her writing has been published in A Public Space, Poet Lore, the Bellingham Review, and more. She is a 2024 Asian American Margins Fellow and Brooklyn Poets Fellow, currently working at Kaya Press as an associate editor. Hsu graduated from Stanford University with studies in English (poetry) and Computer Science (biocomputation). She also makes crosswords."
9/2/2025 21:10:29,September,Snails Have Skeletons ,Snails Have Skeletons ,"Aesir Aesthetics (lead dev, not attending in person) and Composer Wade Josey (me! attending in person - he / him ""Josey"" rhymes with 'nosey')","The dark adventure game, Snails Have Skeletons, is a dark spin on the classic 16-bit adventure genre. Explore an interconnected world and battle the undead to uncover the mystery of the curse.

Features:

A fully explorable interconnected world

Hard-hitting combat which encourages careful play

An original story inspired by late 19th and early 20th century horror fiction

A multi-pronged approach to narrative design, encouraging replays.

4-6 hours of gameplay, depending on how deep you invest yourself in the world",https://drive.google.com/open?id=1tywR-__LHXxemi5Hy0mxa2y20abvpDzz,https://store.steampowered.com/app/2312930/Snails_Have_Skeletons/,Wishlist Now,https://www.youtube.com/channel/UC3gqsroAUrKCaeK0Eu3iWBg (Aesir's youtube Channel) and https://www.instagram.com/wadejoseymusic/ (my instagram) ,Aesir Aesthetics ,,"Wade Josey is a composer based in Austin TX. His most recent project is Snails Have Skeletons, a 16-bit adventure game developed by Icelandic game designer Aesir Aesthetics. The two have collaborated for 4 years and are excited for players to explore this hand crafted world of swamps and secrets. "
